Start (s),End (s),Scientific name,Common name,Confidence,File
54.0,57.0,Seiurus aurocapilla,Ovenbird,0.1350,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
55.5,58.5,Cyanocitta cristata,Blue Jay,0.1065,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
55.5,58.5,Myiarchus crinitus,Great Crested Flycatcher,0.1047,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
61.5,64.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.3876,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
63.0,66.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.4676,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
64.5,67.5,Setophaga citrina,Hooded Warbler,0.1093,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
64.5,67.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.1077,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
69.0,72.0,Dumetella carolinensis,Gray Catbird,0.1469,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
70.5,73.5,Contopus virens,Eastern Wood-Pewee,0.2003,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
70.5,73.5,Myiarchus crinitus,Great Crested Flycatcher,0.1046,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
72.0,75.0,Contopus virens,Eastern Wood-Pewee,0.2964,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
76.5,79.5,Vireo olivaceus,Red-eyed Vireo,0.1173,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
78.0,81.0,Contopus virens,Eastern Wood-Pewee,0.5301,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
79.5,82.5,Contopus virens,Eastern Wood-Pewee,0.4343,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
81.0,84.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.1945,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
81.0,84.0,Geothlypis trichas,Common Yellowthroat,0.1268,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
84.0,87.0,Contopus virens,Eastern Wood-Pewee,0.3226,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
85.5,88.5,Contopus virens,Eastern Wood-Pewee,0.5117,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
87.0,90.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.3961,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
88.5,91.5,Melanerpes carolinus,Red-bellied Woodpecker,0.3439,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
90.0,93.0,Contopus virens,Eastern Wood-Pewee,0.4218,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
90.0,93.0,Melanerpes carolinus,Red-bellied Woodpecker,0.4101,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
91.5,94.5,Contopus virens,Eastern Wood-Pewee,0.5715,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
94.5,97.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.1126,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
96.0,99.0,Setophaga pinus,Pine Warbler,0.1729,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
96.0,99.0,Geothlypis trichas,Common Yellowthroat,0.1038,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
97.5,100.5,Setophaga pinus,Pine Warbler,0.1531,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
99.0,102.0,Contopus virens,Eastern Wood-Pewee,0.4602,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
100.5,103.5,Seiurus aurocapilla,Ovenbird,0.1005,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
102.0,105.0,Seiurus aurocapilla,Ovenbird,0.1385,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
103.5,106.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.1233,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
105.0,108.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.1821,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
109.5,112.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.2297,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
111.0,114.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.3880,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
114.0,117.0,Seiurus aurocapilla,Ovenbird,0.3477,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
115.5,118.5,Contopus virens,Eastern Wood-Pewee,0.2323,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
117.0,120.0,Contopus virens,Eastern Wood-Pewee,0.4513,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
118.5,121.5,Contopus virens,Eastern Wood-Pewee,0.1060,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
120.0,123.0,Contopus virens,Eastern Wood-Pewee,0.1067,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
121.5,124.5,Contopus virens,Eastern Wood-Pewee,0.2283,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
124.5,127.5,Vireo olivaceus,Red-eyed Vireo,0.1356,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
126.0,129.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.3424,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
127.5,130.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.1008,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
142.5,145.5,Melospiza georgiana,Swamp Sparrow,0.6636,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
144.0,147.0,Melospiza georgiana,Swamp Sparrow,0.4386,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
145.5,148.5,Contopus virens,Eastern Wood-Pewee,0.3570,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
147.0,150.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.1879,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
147.0,150.0,Contopus virens,Eastern Wood-Pewee,0.1255,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
147.0,150.0,Cardinalis cardinalis,Northern Cardinal,0.1052,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
148.5,151.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.7519,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
150.0,153.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.3282,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
150.0,153.0,Vireo olivaceus,Red-eyed Vireo,0.1948,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
153.0,156.0,Geothlypis trichas,Common Yellowthroat,0.2279,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
153.0,156.0,Cardinalis cardinalis,Northern Cardinal,0.1028,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
154.5,157.5,Vireo olivaceus,Red-eyed Vireo,0.1107,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
156.0,159.0,Vireo olivaceus,Red-eyed Vireo,0.1390,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
157.5,160.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.1632,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
157.5,160.5,Contopus virens,Eastern Wood-Pewee,0.1232,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
159.0,162.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.2161,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
162.0,165.0,Contopus virens,Eastern Wood-Pewee,0.1866,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
163.5,166.5,Vireo olivaceus,Red-eyed Vireo,0.1484,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
163.5,166.5,Contopus virens,Eastern Wood-Pewee,0.1313,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
165.0,168.0,Vireo olivaceus,Red-eyed Vireo,0.2820,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
166.5,169.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.3109,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
168.0,171.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.1699,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
171.0,174.0,Melospiza georgiana,Swamp Sparrow,0.3689,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
172.5,175.5,Melospiza georgiana,Swamp Sparrow,0.4274,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
174.0,177.0,Contopus virens,Eastern Wood-Pewee,0.2671,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
174.0,177.0,Vireo olivaceus,Red-eyed Vireo,0.1735,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
175.5,178.5,Contopus virens,Eastern Wood-Pewee,0.2421,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
177.0,180.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.2507,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
178.5,181.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.5511,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
180.0,183.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.3235,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
181.5,184.5,Vireo olivaceus,Red-eyed Vireo,0.1812,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
183.0,186.0,Dumetella carolinensis,Gray Catbird,0.2912,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
183.0,186.0,Vireo olivaceus,Red-eyed Vireo,0.1292,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
183.0,186.0,Cardinalis cardinalis,Northern Cardinal,0.1142,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
184.5,187.5,Melospiza georgiana,Swamp Sparrow,0.2917,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
184.5,187.5,Dumetella carolinensis,Gray Catbird,0.1031,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
186.0,189.0,Melospiza georgiana,Swamp Sparrow,0.1996,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
187.5,190.5,Geothlypis trichas,Common Yellowthroat,0.1146,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
189.0,192.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.3820,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
190.5,193.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.1920,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
190.5,193.5,Contopus virens,Eastern Wood-Pewee,0.1016,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
192.0,195.0,Contopus virens,Eastern Wood-Pewee,0.2073,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
192.0,195.0,Seiurus aurocapilla,Ovenbird,0.1627,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
192.0,195.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.1319,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
193.5,196.5,Vireo olivaceus,Red-eyed Vireo,0.1723,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
195.0,198.0,Vireo olivaceus,Red-eyed Vireo,0.1285,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
198.0,201.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.2299,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
199.5,202.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.1346,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
199.5,202.5,Geothlypis trichas,Common Yellowthroat,0.1007,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
201.0,204.0,Contopus virens,Eastern Wood-Pewee,0.1285,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
202.5,205.5,Vireo olivaceus,Red-eyed Vireo,0.2372,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
202.5,205.5,Dumetella carolinensis,Gray Catbird,0.1312,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
204.0,207.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.7699,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
205.5,208.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.6610,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
207.0,210.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.2235,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
207.0,210.0,Geothlypis trichas,Common Yellowthroat,0.1265,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
208.5,211.5,Geothlypis trichas,Common Yellowthroat,0.1463,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
208.5,211.5,Vireo olivaceus,Red-eyed Vireo,0.1264,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
210.0,213.0,Spinus tristis,American Goldfinch,0.8618,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
211.5,214.5,Spinus tristis,American Goldfinch,0.8389,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
213.0,216.0,Spinus tristis,American Goldfinch,0.6876,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
213.0,216.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.1434,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
214.5,217.5,Spinus tristis,American Goldfinch,0.8329,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
216.0,219.0,Spinus tristis,American Goldfinch,0.9510,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
217.5,220.5,Spinus tristis,American Goldfinch,0.6748,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
219.0,222.0,Spinus tristis,American Goldfinch,0.7210,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
219.0,222.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.1764,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
220.5,223.5,Contopus virens,Eastern Wood-Pewee,0.3013,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
222.0,225.0,Contopus virens,Eastern Wood-Pewee,0.6546,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
225.0,228.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.4514,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
226.5,229.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.6147,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
226.5,229.5,Seiurus aurocapilla,Ovenbird,0.1276,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
228.0,231.0,Geothlypis trichas,Common Yellowthroat,0.1461,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
229.5,232.5,Geothlypis trichas,Common Yellowthroat,0.1522,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
231.0,234.0,Dumetella carolinensis,Gray Catbird,0.2765,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
232.5,235.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.6447,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
234.0,237.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.7658,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
235.5,238.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.5208,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
235.5,238.5,Geothlypis trichas,Common Yellowthroat,0.3220,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
235.5,238.5,Seiurus aurocapilla,Ovenbird,0.2400,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
235.5,238.5,Dumetella carolinensis,Gray Catbird,0.2329,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
235.5,238.5,Setophaga citrina,Hooded Warbler,0.1947,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
235.5,238.5,Cardinalis cardinalis,Northern Cardinal,0.1330,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
237.0,240.0,Dumetella carolinensis,Gray Catbird,0.1600,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
241.5,244.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.1074,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
243.0,246.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.3872,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
244.5,247.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.4440,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
250.5,253.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.2408,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
252.0,255.0,Corvus brachyrhynchos,American Crow,0.3056,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
252.0,255.0,Vireo olivaceus,Red-eyed Vireo,0.2127,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
252.0,255.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.2123,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
253.5,256.5,Baeolophus bicolor,Tufted Titmouse,0.4667,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
253.5,256.5,Corvus brachyrhynchos,American Crow,0.3777,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
253.5,256.5,Melospiza georgiana,Swamp Sparrow,0.1359,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
255.0,258.0,Baeolophus bicolor,Tufted Titmouse,0.8405,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
255.0,258.0,Melospiza georgiana,Swamp Sparrow,0.1082,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
256.5,259.5,Baeolophus bicolor,Tufted Titmouse,0.1717,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
256.5,259.5,Corvus brachyrhynchos,American Crow,0.1700,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
258.0,261.0,Corvus brachyrhynchos,American Crow,0.2570,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
258.0,261.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.1225,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
259.5,262.5,Baeolophus bicolor,Tufted Titmouse,0.6235,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
259.5,262.5,Corvus brachyrhynchos,American Crow,0.3092,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
259.5,262.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.2232,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
261.0,264.0,Baeolophus bicolor,Tufted Titmouse,0.3250,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
261.0,264.0,Seiurus aurocapilla,Ovenbird,0.1526,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
264.0,267.0,Baeolophus bicolor,Tufted Titmouse,0.8983,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
265.5,268.5,Baeolophus bicolor,Tufted Titmouse,0.9292,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
267.0,270.0,Corvus brachyrhynchos,American Crow,0.6789,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
267.0,270.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.1188,/Users/lillianwang/Downloads/Original Wave Files/20250604_062900_SSW01.WAV
