Start (s),End (s),Scientific name,Common name,Confidence,File
63.0,66.0,Vireo olivaceus,Red-eyed Vireo,0.1252,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
66.0,69.0,Vireo olivaceus,Red-eyed Vireo,0.1486,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
70.5,73.5,Contopus virens,Eastern Wood-Pewee,0.1148,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
72.0,75.0,Vireo olivaceus,Red-eyed Vireo,0.2007,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
75.0,78.0,Vireo olivaceus,Red-eyed Vireo,0.2132,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
76.5,79.5,Archilochus colubris,Ruby-throated Hummingbird,0.4235,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
76.5,79.5,Vireo olivaceus,Red-eyed Vireo,0.1032,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
78.0,81.0,Vireo olivaceus,Red-eyed Vireo,0.2565,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
78.0,81.0,Archilochus colubris,Ruby-throated Hummingbird,0.2069,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
79.5,82.5,Vireo olivaceus,Red-eyed Vireo,0.1498,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
81.0,84.0,Vireo olivaceus,Red-eyed Vireo,0.4206,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
82.5,85.5,Vireo olivaceus,Red-eyed Vireo,0.2264,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
84.0,87.0,Vireo olivaceus,Red-eyed Vireo,0.2357,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
85.5,88.5,Vireo olivaceus,Red-eyed Vireo,0.2307,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
87.0,90.0,Vireo olivaceus,Red-eyed Vireo,0.1826,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
88.5,91.5,Vireo olivaceus,Red-eyed Vireo,0.2358,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
90.0,93.0,Vireo olivaceus,Red-eyed Vireo,0.1940,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
91.5,94.5,Vireo olivaceus,Red-eyed Vireo,0.1227,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
93.0,96.0,Vireo olivaceus,Red-eyed Vireo,0.2829,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
96.0,99.0,Vireo olivaceus,Red-eyed Vireo,0.1604,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
97.5,100.5,Vireo olivaceus,Red-eyed Vireo,0.1461,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
99.0,102.0,Vireo olivaceus,Red-eyed Vireo,0.2239,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
100.5,103.5,Vireo olivaceus,Red-eyed Vireo,0.1544,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
102.0,105.0,Vireo olivaceus,Red-eyed Vireo,0.1105,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
103.5,106.5,Vireo olivaceus,Red-eyed Vireo,0.1041,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
106.5,109.5,Vireo olivaceus,Red-eyed Vireo,0.3234,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
108.0,111.0,Vireo olivaceus,Red-eyed Vireo,0.4209,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
112.5,115.5,Melanerpes carolinus,Red-bellied Woodpecker,0.2327,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
114.0,117.0,Melanerpes carolinus,Red-bellied Woodpecker,0.3919,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
114.0,117.0,Vireo olivaceus,Red-eyed Vireo,0.1003,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
117.0,120.0,Vireo olivaceus,Red-eyed Vireo,0.2077,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
118.5,121.5,Vireo olivaceus,Red-eyed Vireo,0.1773,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
118.5,121.5,Piranga olivacea,Scarlet Tanager,0.1108,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
141.0,144.0,Vireo olivaceus,Red-eyed Vireo,0.1088,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
148.5,151.5,Vireo olivaceus,Red-eyed Vireo,0.4474,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
156.0,159.0,Vireo olivaceus,Red-eyed Vireo,0.2524,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
157.5,160.5,Vireo olivaceus,Red-eyed Vireo,0.2117,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
159.0,162.0,Vireo olivaceus,Red-eyed Vireo,0.1879,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
160.5,163.5,Vireo olivaceus,Red-eyed Vireo,0.1053,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
162.0,165.0,Empidonax virescens,Acadian Flycatcher,0.1215,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
163.5,166.5,Empidonax virescens,Acadian Flycatcher,0.1521,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
165.0,168.0,Vireo olivaceus,Red-eyed Vireo,0.4067,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
166.5,169.5,Vireo olivaceus,Red-eyed Vireo,0.3320,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
168.0,171.0,Vireo olivaceus,Red-eyed Vireo,0.1511,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
169.5,172.5,Vireo olivaceus,Red-eyed Vireo,0.1335,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
174.0,177.0,Vireo olivaceus,Red-eyed Vireo,0.4450,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
175.5,178.5,Vireo olivaceus,Red-eyed Vireo,0.3185,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
178.5,181.5,Vireo olivaceus,Red-eyed Vireo,0.1055,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
181.5,184.5,Vireo olivaceus,Red-eyed Vireo,0.1772,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
183.0,186.0,Vireo olivaceus,Red-eyed Vireo,0.2760,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
184.5,187.5,Vireo olivaceus,Red-eyed Vireo,0.6266,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
186.0,189.0,Vireo olivaceus,Red-eyed Vireo,0.4829,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
187.5,190.5,Vireo olivaceus,Red-eyed Vireo,0.3625,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
189.0,192.0,Vireo olivaceus,Red-eyed Vireo,0.3571,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
190.5,193.5,Vireo olivaceus,Red-eyed Vireo,0.5542,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
192.0,195.0,Vireo olivaceus,Red-eyed Vireo,0.2805,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
198.0,201.0,Geothlypis trichas,Common Yellowthroat,0.1905,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
201.0,204.0,Piranga olivacea,Scarlet Tanager,0.1163,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
201.0,204.0,Myiarchus crinitus,Great Crested Flycatcher,0.1082,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
202.5,205.5,Piranga olivacea,Scarlet Tanager,0.1892,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
202.5,205.5,Myiarchus crinitus,Great Crested Flycatcher,0.1244,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
204.0,207.0,Vireo olivaceus,Red-eyed Vireo,0.2910,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
205.5,208.5,Geothlypis trichas,Common Yellowthroat,0.2341,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
207.0,210.0,Geothlypis trichas,Common Yellowthroat,0.2485,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
208.5,211.5,Geothlypis trichas,Common Yellowthroat,0.1860,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
214.5,217.5,Geothlypis trichas,Common Yellowthroat,0.3136,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
216.0,219.0,Geothlypis trichas,Common Yellowthroat,0.2620,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
216.0,219.0,Vireo olivaceus,Red-eyed Vireo,0.1003,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
220.5,223.5,Vireo olivaceus,Red-eyed Vireo,0.1020,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
223.5,226.5,Geothlypis trichas,Common Yellowthroat,0.1554,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
225.0,228.0,Geothlypis trichas,Common Yellowthroat,0.3714,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
226.5,229.5,Geothlypis trichas,Common Yellowthroat,0.6782,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
234.0,237.0,Geothlypis trichas,Common Yellowthroat,0.1643,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
235.5,238.5,Geothlypis trichas,Common Yellowthroat,0.4111,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
238.5,241.5,Contopus virens,Eastern Wood-Pewee,0.7765,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
240.0,243.0,Contopus virens,Eastern Wood-Pewee,0.4843,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
244.5,247.5,Contopus virens,Eastern Wood-Pewee,0.1836,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
246.0,249.0,Contopus virens,Eastern Wood-Pewee,0.7655,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
250.5,253.5,Vireo olivaceus,Red-eyed Vireo,0.3698,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
255.0,258.0,Geothlypis trichas,Common Yellowthroat,0.2662,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
256.5,259.5,Geothlypis trichas,Common Yellowthroat,0.4694,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
256.5,259.5,Vireo olivaceus,Red-eyed Vireo,0.1166,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
259.5,262.5,Spinus tristis,American Goldfinch,0.2709,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
262.5,265.5,Geothlypis trichas,Common Yellowthroat,0.1532,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
264.0,267.0,Geothlypis trichas,Common Yellowthroat,0.1582,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
265.5,268.5,Contopus virens,Eastern Wood-Pewee,0.2567,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
265.5,268.5,Geothlypis trichas,Common Yellowthroat,0.1464,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
267.0,270.0,Contopus virens,Eastern Wood-Pewee,0.5822,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
268.5,271.5,Cardinalis cardinalis,Northern Cardinal,0.1774,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
273.0,276.0,Geothlypis trichas,Common Yellowthroat,0.4523,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
274.5,277.5,Geothlypis trichas,Common Yellowthroat,0.2402,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
277.5,280.5,Cardinalis cardinalis,Northern Cardinal,0.1495,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
282.0,285.0,Geothlypis trichas,Common Yellowthroat,0.3020,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
283.5,286.5,Geothlypis trichas,Common Yellowthroat,0.1288,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
285.0,288.0,Contopus virens,Eastern Wood-Pewee,0.1514,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
285.0,288.0,Vireo olivaceus,Red-eyed Vireo,0.1208,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
286.5,289.5,Contopus virens,Eastern Wood-Pewee,0.4340,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
286.5,289.5,Vireo olivaceus,Red-eyed Vireo,0.2013,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
288.0,291.0,Cardinalis cardinalis,Northern Cardinal,0.2424,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
289.5,292.5,Cardinalis cardinalis,Northern Cardinal,0.1388,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
291.0,294.0,Vireo olivaceus,Red-eyed Vireo,0.1098,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
292.5,295.5,Geothlypis trichas,Common Yellowthroat,0.4815,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
294.0,297.0,Geothlypis trichas,Common Yellowthroat,0.3161,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
295.5,298.5,Geothlypis trichas,Common Yellowthroat,0.2986,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
298.5,301.5,Vireo olivaceus,Red-eyed Vireo,0.4639,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
301.5,304.5,Cardinalis cardinalis,Northern Cardinal,0.2170,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
303.0,306.0,Geothlypis trichas,Common Yellowthroat,0.1594,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
304.5,307.5,Geothlypis trichas,Common Yellowthroat,0.3386,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
304.5,307.5,Corvus brachyrhynchos,American Crow,0.1260,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
306.0,309.0,Geothlypis trichas,Common Yellowthroat,0.2866,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
306.0,309.0,Vireo olivaceus,Red-eyed Vireo,0.2639,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
306.0,309.0,Corvus brachyrhynchos,American Crow,0.2435,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
307.5,310.5,Cardinalis cardinalis,Northern Cardinal,0.4191,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
307.5,310.5,Vireo olivaceus,Red-eyed Vireo,0.1435,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
307.5,310.5,Poecile atricapillus,Black-capped Chickadee,0.1170,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
310.5,313.5,Vireo olivaceus,Red-eyed Vireo,0.1922,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
313.5,316.5,Geothlypis trichas,Common Yellowthroat,0.1987,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
315.0,318.0,Geothlypis trichas,Common Yellowthroat,0.2676,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
316.5,319.5,Vireo olivaceus,Red-eyed Vireo,0.2261,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
316.5,319.5,Contopus virens,Eastern Wood-Pewee,0.1234,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
318.0,321.0,Turdus migratorius,American Robin,0.2458,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
318.0,321.0,Piranga olivacea,Scarlet Tanager,0.1898,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
318.0,321.0,Vireo olivaceus,Red-eyed Vireo,0.1018,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
321.0,324.0,Vireo olivaceus,Red-eyed Vireo,0.3456,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
324.0,327.0,Vireo olivaceus,Red-eyed Vireo,0.3568,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
325.5,328.5,Vireo olivaceus,Red-eyed Vireo,0.1511,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
327.0,330.0,Geothlypis trichas,Common Yellowthroat,0.2941,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
328.5,331.5,Geothlypis trichas,Common Yellowthroat,0.1985,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
330.0,333.0,Vireo olivaceus,Red-eyed Vireo,0.3723,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
330.0,333.0,Piranga olivacea,Scarlet Tanager,0.2019,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
331.5,334.5,Vireo olivaceus,Red-eyed Vireo,0.5112,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
336.0,339.0,Geothlypis trichas,Common Yellowthroat,0.1294,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
337.5,340.5,Geothlypis trichas,Common Yellowthroat,0.1682,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
339.0,342.0,Geothlypis trichas,Common Yellowthroat,0.2135,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
340.5,343.5,Vireo olivaceus,Red-eyed Vireo,0.4082,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
342.0,345.0,Vireo olivaceus,Red-eyed Vireo,0.4168,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
343.5,346.5,Piranga olivacea,Scarlet Tanager,0.1408,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
343.5,346.5,Vireo olivaceus,Red-eyed Vireo,0.1223,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
345.0,348.0,Geothlypis trichas,Common Yellowthroat,0.2094,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
345.0,348.0,Vireo olivaceus,Red-eyed Vireo,0.1549,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
346.5,349.5,Geothlypis trichas,Common Yellowthroat,0.4625,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
346.5,349.5,Vireo olivaceus,Red-eyed Vireo,0.1139,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
348.0,351.0,Geothlypis trichas,Common Yellowthroat,0.3747,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
354.0,357.0,Vireo olivaceus,Red-eyed Vireo,0.1299,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
355.5,358.5,Vireo olivaceus,Red-eyed Vireo,0.2317,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
357.0,360.0,Vireo olivaceus,Red-eyed Vireo,0.2358,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
357.0,360.0,Piranga olivacea,Scarlet Tanager,0.1239,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
358.5,361.5,Geothlypis trichas,Common Yellowthroat,0.2770,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
360.0,363.0,Geothlypis trichas,Common Yellowthroat,0.1395,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
364.5,367.5,Myiarchus crinitus,Great Crested Flycatcher,0.1085,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
367.5,370.5,Geothlypis trichas,Common Yellowthroat,0.1645,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
367.5,370.5,Corvus brachyrhynchos,American Crow,0.1007,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
369.0,372.0,Geothlypis trichas,Common Yellowthroat,0.4197,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
370.5,373.5,Geothlypis trichas,Common Yellowthroat,0.1911,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
372.0,375.0,Vireo olivaceus,Red-eyed Vireo,0.2978,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
373.5,376.5,Vireo olivaceus,Red-eyed Vireo,0.4125,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
375.0,378.0,Myiarchus crinitus,Great Crested Flycatcher,0.1452,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
376.5,379.5,Vireo olivaceus,Red-eyed Vireo,0.3237,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
379.5,382.5,Geothlypis trichas,Common Yellowthroat,0.3247,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
381.0,384.0,Geothlypis trichas,Common Yellowthroat,0.1582,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
382.5,385.5,Vireo olivaceus,Red-eyed Vireo,0.3015,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
382.5,385.5,Piranga olivacea,Scarlet Tanager,0.1153,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
388.5,391.5,Geothlypis trichas,Common Yellowthroat,0.2100,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
390.0,393.0,Geothlypis trichas,Common Yellowthroat,0.2569,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
391.5,394.5,Vireo olivaceus,Red-eyed Vireo,0.2310,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
391.5,394.5,Myiarchus crinitus,Great Crested Flycatcher,0.1025,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
393.0,396.0,Vireo olivaceus,Red-eyed Vireo,0.1337,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
394.5,397.5,Piranga olivacea,Scarlet Tanager,0.1536,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
396.0,399.0,Myiarchus crinitus,Great Crested Flycatcher,0.1776,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
397.5,400.5,Myiarchus crinitus,Great Crested Flycatcher,0.1681,/Users/lillianwang/Downloads/Original Wave Files/20250604_082700_SSW06.WAV
